"url","id","label","label_it","label_en","label_de","level"
"282930","28.29.30","Fabbricazione di macchine per la dosatura, la confezione e per l'imballaggio","Fabbricazione di macchine per la dosatura, la confezione e per l'imballaggio","Manufacture of packing and wrapping machinery","Herstellung von Maschinen für die Dosierung, Konfektionierung und Verpackung","6"
"28294","28.29.4","Fabbricazione di macchine per la pulizia per uso non domestico","Fabbricazione di macchine per la pulizia per uso non domestico","Manufacture of cleaning machines for non-domestic use","Herstellung von Maschinen für die Reinigung, nicht für den Haushalt","5"
"282941","28.29.41","Fabbricazione di macchine per la pulizia di pavimenti, superfici e ambienti per uso non domestico","Fabbricazione di macchine per la pulizia di pavimenti, superfici e ambienti per uso non domestico","Manufacture of cleaning machines for cleaning floors, surfaces and rooms for non-domestic use","Herstellung von Maschinen für die Reinigung von Böden, Flächen und Räumlichkeiten, nicht für den Haushalt","6"
"282949","28.29.49","Fabbricazione di altre macchine per la pulizia per uso non domestico","Fabbricazione di altre macchine per la pulizia per uso non domestico","Manufacture of other cleaning machines for non-domestic use","Herstellung von anderen Maschinen für die Reinigung, nicht für den Haushalt","6"
"28299","28.29.9","Fabbricazione di altre macchine varie di impiego generale","Fabbricazione di altre macchine varie di impiego generale","Manufacture of other various general-purpose machinery","Herstellung von allen anderen nicht wirtschaftszweigspezifischen Maschinen","5"
"282991","28.29.91","Fabbricazione di apparecchi per depurare e filtrare liquidi","Fabbricazione di apparecchi per depurare e filtrare liquidi","Manufacture of filtering or purifying machinery and apparatus for liquids","Herstellung von Geräten zum Reinigen und Filtern von Flüssigkeiten","6"
"282992","28.29.92","Fabbricazione di livelle, metri doppi a nastro e utensili simili, strumenti di precisione per meccanica","Fabbricazione di livelle, metri doppi a nastro e utensili simili, strumenti di precisione per meccanica","Manufacture of levels, tape measures and similar hand tools, machinists' precision tools","Herstellung von Wasserwaagen, Messbändern und ähnlichen Werkzeugen, Präzisionsinstrumenten für die Mechanik","6"
"282999","28.29.99","Fabbricazione di altre macchine varie di impiego generale n.c.a.","Fabbricazione di altre macchine varie di impiego generale n.c.a.","Manufacture of other various general-purpose machinery n.e.c.","Herstellung von allen anderen nicht wirtschaftszweigspezifischen Maschinen a. n. g.","6"
"283","28.3","Fabbricazione di macchine per l'agricoltura e la silvicoltura","Fabbricazione di macchine per l'agricoltura e la silvicoltura","Manufacture of agricultural and forestry machinery","Herstellung von land- und forstwirtschaftlichen Maschinen","3"
"2830","28.30","Fabbricazione di macchine per l'agricoltura e la silvicoltura","Fabbricazione di macchine per l'agricoltura e la silvicoltura","Manufacture of agricultural and forestry machinery","Herstellung von land- und forstwirtschaftlichen Maschinen","4"
"28301","28.30.1","Fabbricazione di trattori per l'agricoltura e la silvicoltura","Fabbricazione di trattori per l'agricoltura e la silvicoltura","Manufacture of agriculture and forestry tractors","Herstellung von land- und forstwirtschaftlichen Zugmaschinen","5"
"283010","28.30.10","Fabbricazione di trattori per l'agricoltura e la silvicoltura","Fabbricazione di trattori per l'agricoltura e la silvicoltura","Manufacture of agriculture and forestry tractors","Herstellung von land- und forstwirtschaftlichen Zugmaschinen","6"
"28309","28.30.9","Fabbricazione di altre macchine per l'agricoltura e la silvicoltura","Fabbricazione di altre macchine per l'agricoltura e la silvicoltura","Manufacture of other agricultural and forestry machinery","Herstellung von sonstigen land- und forstwirtschaftlichen Maschinen","5"
"283091","28.30.91","Fabbricazione di macchine per il giardinaggio e la cura del verde","Fabbricazione di macchine per il giardinaggio e la cura del verde","Manufacture of gardening and landscaping machinery","Herstellung von Maschinen für den Gartenbau und die Grünpflege","6"
"283099","28.30.99","Fabbricazione di altre macchine per l'agricoltura e la silvicoltura n.c.a.","Fabbricazione di altre macchine per l'agricoltura e la silvicoltura n.c.a.","Manufacture of other agricultural and forestry machinery n.e.c.","Herstellung von sonstigen land- und forstwirtschaftlichen Maschinen a. n. g.","6"
"284","28.4","Fabbricazione di macchine per la deformazione dei metalli e di altre macchine utensili","Fabbricazione di macchine per la deformazione dei metalli e di altre macchine utensili","Manufacture of metal forming machinery and machine tools","Herstellung von Werkzeugmaschinen","3"
"2841","28.41","Fabbricazione di macchine per la deformazione dei metalli e di altre macchine utensili per la lavorazione dei metalli","Fabbricazione di macchine per la deformazione dei metalli e di altre macchine utensili per la lavorazione dei metalli","Manufacture of metal forming machinery and machine tools for metal work","Herstellung von Werkzeugmaschinen für die Metallbearbeitung","4"
"28410","28.41.0","Fabbricazione di macchine per la deformazione dei metalli e di altre macchine utensili per la lavorazione dei metalli","Fabbricazione di macchine per la deformazione dei metalli e di altre macchine utensili per la lavorazione dei metalli","Manufacture of metal forming machinery and machine tools for metal work","Herstellung von Werkzeugmaschinen für die Metallbearbeitung","5"
"284100","28.41.00","Fabbricazione di macchine per la deformazione dei metalli e di altre macchine utensili per la lavorazione dei metalli","Fabbricazione di macchine per la deformazione dei metalli e di altre macchine utensili per la lavorazione dei metalli","Manufacture of metal forming machinery and machine tools for metal work","Herstellung von Werkzeugmaschinen für die Metallbearbeitung","6"
"2842","28.42","Fabbricazione di altre macchine utensili","Fabbricazione di altre macchine utensili","Manufacture of other machine tools","Herstellung von sonstigen Werkzeugmaschinen","4"
"28420","28.42.0","Fabbricazione di altre macchine utensili","Fabbricazione di altre macchine utensili","Manufacture of other machine tools","Herstellung von sonstigen Werkzeugmaschinen","5"
"284200","28.42.00","Fabbricazione di altre macchine utensili","Fabbricazione di altre macchine utensili","Manufacture of other machine tools","Herstellung von sonstigen Werkzeugmaschinen","6"
"289","28.9","Fabbricazione di altre macchine per impieghi speciali","Fabbricazione di altre macchine per impieghi speciali","Manufacture of other special-purpose machinery","Herstellung von Maschinen für sonstige bestimmte Wirtschaftszweige","3"
"2891","28.91","Fabbricazione di macchine per la metallurgia","Fabbricazione di macchine per la metallurgia","Manufacture of machinery for metallurgy","Herstellung von Maschinen für die Metallerzeugung, von Walzwerkseinrichtungen und Gießmaschinen","4"
"28910","28.91.0","Fabbricazione di macchine per la metallurgia","Fabbricazione di macchine per la metallurgia","Manufacture of machinery for metallurgy","Herstellung von Maschinen für die Metallerzeugung, von Walzwerkseinrichtungen und Gießmaschinen","5"
"289100","28.91.00","Fabbricazione di macchine per la metallurgia","Fabbricazione di macchine per la metallurgia","Manufacture of machinery for metallurgy","Herstellung von Maschinen für die Metallerzeugung, von Walzwerkseinrichtungen und Gießmaschinen","6"
"2892","28.92","Fabbricazione di macchine da miniera, cava e cantiere","Fabbricazione di macchine da miniera, cava e cantiere","Manufacture of machinery for mining, quarrying and construction","Herstellung von Bergwerks-, Bau- und Baustoffmaschinen","4"
"28920","28.92.0","Fabbricazione di macchine da miniera, cava e cantiere","Fabbricazione di macchine da miniera, cava e cantiere","Manufacture of machinery for mining, quarrying and construction","Herstellung von Bergwerks-, Bau- und Baustoffmaschinen","5"
"289200","28.92.00","Fabbricazione di macchine da miniera, cava e cantiere","Fabbricazione di macchine da miniera, cava e cantiere","Manufacture of machinery for mining, quarrying and construction","Herstellung von Bergwerks-, Bau- und Baustoffmaschinen","6"
"2893","28.93","Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco","Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco","Manufacture of machinery for food, beverage and tobacco processing","Herstellung von Maschinen für die Nahrungs- und Genussmittelerzeugung und die Tabakverarbeitung","4"
"28930","28.93.0","Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco","Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco","Manufacture of machinery for food, beverage and tobacco processing","Herstellung von Maschinen für die Nahrungs- und Genussmittelerzeugung und die Tabakverarbeitung","5"
"289300","28.93.00","Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco","Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco","Manufacture of machinery for food, beverage and tobacco processing","Herstellung von Maschinen für die Nahrungs- und Genussmittelerzeugung und die Tabakverarbeitung","6"
"2894","28.94","Fabbricazione di macchine per l'industria tessile, dell'abbigliamento e del cuoio","Fabbricazione di macchine per l'industria tessile, dell'abbigliamento e del cuoio","Manufacture of machinery for textile, apparel and leather production","Herstellung von Maschinen für die Textil- und Bekleidungsherstellung und die Lederverarbeitung","4"
"28941","28.94.1","Fabbricazione di macchine tessili","Fabbricazione di macchine tessili","Manufacture of textile machinery","Herstellung von Textilmaschinen","5"
"289410","28.94.10","Fabbricazione di macchine tessili","Fabbricazione di macchine tessili","Manufacture of textile machinery","Herstellung von Textilmaschinen","6"
"28942","28.94.2","Fabbricazione di macchine per la lavorazione delle pelli e del cuoio","Fabbricazione di macchine per la lavorazione delle pelli e del cuoio","Manufacture of leather machinery","Herstellung von Maschinen und Geräten für die Fell- und Lederverarbeitung","5"
"289420","28.94.20","Fabbricazione di macchine per la lavorazione delle pelli e del cuoio","Fabbricazione di macchine per la lavorazione delle pelli e del cuoio","Manufacture of leather machinery","Herstellung von Maschinen und Geräten für die Fell- und Lederverarbeitung","6"
"28943","28.94.3","Fabbricazione di macchine per lavanderie e stirerie","Fabbricazione di macchine per lavanderie e stirerie","Manufacture of laundry machinery","Herstellung von Maschinen für Wäschereien und Büglereien","5"
"289430","28.94.30","Fabbricazione di macchine per lavanderie e stirerie","Fabbricazione di macchine per lavanderie e stirerie","Manufacture of laundry machinery","Herstellung von Maschinen für Wäschereien und Büglereien","6"
"2895","28.95","Fabbricazione di macchine per l'industria della carta e del cartone","Fabbricazione di macchine per l'industria della carta e del cartone","Manufacture of machinery for paper and paperboard production","Herstellung von Maschinen für die Papiererzeugung und -verarbeitung","4"
"28950","28.95.0","Fabbricazione di macchine per l'industria della carta e del cartone","Fabbricazione di macchine per l'industria della carta e del cartone","Manufacture of machinery for paper and paperboard production","Herstellung von Maschinen für die Papiererzeugung und -verarbeitung","5"
"289500","28.95.00","Fabbricazione di macchine per l'industria della carta e del cartone","Fabbricazione di macchine per l'industria della carta e del cartone","Manufacture of machinery for paper and paperboard production","Herstellung von Maschinen für die Papiererzeugung und -verarbeitung","6"
"2896","28.96","Fabbricazione di macchine per l'industria delle materie plastiche e della gomma","Fabbricazione di macchine per l'industria delle materie plastiche e della gomma","Manufacture of plastics and rubber machinery","Herstellung von Maschinen für die Verarbeitung von Kunststoffen und Kautschuk","4"
"28960","28.96.0","Fabbricazione di macchine per l'industria delle materie plastiche e della gomma","Fabbricazione di macchine per l'industria delle materie plastiche e della gomma","Manufacture of plastics and rubber machinery","Herstellung von Maschinen für die Verarbeitung von Kunststoffen und Kautschuk","5"
"289600","28.96.00","Fabbricazione di macchine per l'industria delle materie plastiche e della gomma","Fabbricazione di macchine per l'industria delle materie plastiche e della gomma","Manufacture of plastics and rubber machinery","Herstellung von Maschinen für die Verarbeitung von Kunststoffen und Kautschuk","6"
"2897","28.97","Fabbricazione di macchine per la produzione additiva","Fabbricazione di macchine per la produzione additiva","Manufacture of additive manufacturing machinery","Herstellung von Maschinen für die additive Fertigung","4"
"28970","28.97.0","Fabbricazione di macchine per la produzione additiva","Fabbricazione di macchine per la produzione additiva","Manufacture of additive manufacturing machinery","Herstellung von Maschinen für die additive Fertigung","5"
"289701","28.97.01","Fabbricazione di macchine per la produzione additiva per deposizione di materiali metallici","Fabbricazione di macchine per la produzione additiva per deposizione di materiali metallici","Manufacture of additive manufacturing machinery by metal deposit","Herstellung von Maschinen für die additive Fertigung für die Metallabscheidung","6"
"289702","28.97.02","Fabbricazione di macchine per la produzione additiva per deposizione di materie plastiche o di gomma","Fabbricazione di macchine per la produzione additiva per deposizione di materie plastiche o di gomma","Manufacture of additive manufacturing machinery by plastics or rubber deposit","Herstellung von Maschinen für die additive Fertigung für die Kunststoff- oder Gummiabscheidung","6"
"289709","28.97.09","Fabbricazione di macchine per la produzione additiva n.c.a.","Fabbricazione di macchine per la produzione additiva n.c.a.","Manufacture of additive manufacturing machinery n.e.c.","Herstellung von Maschinen für die additive Fertigung a. n. g.","6"
"2899","28.99","Fabbricazione di altre macchine per impieghi speciali n.c.a.","Fabbricazione di altre macchine per impieghi speciali n.c.a.","Manufacture of other special-purpose machinery n.e.c.","Herstellung von Maschinen für sonstige bestimmte Wirtschaftszweige a. n. g.","4"
"28991","28.99.1","Fabbricazione di macchine per la stampa e la legatoria","Fabbricazione di macchine per la stampa e la legatoria","Manufacture of printing and bookbinding machines","Herstellung von Maschinen für Drucktätigkeiten und Binden von Druckerzeugnissen","5"
"289910","28.99.10","Fabbricazione di macchine per la stampa e la legatoria","Fabbricazione di macchine per la stampa e la legatoria","Manufacture of printing and bookbinding machines","Herstellung von Maschinen für Drucktätigkeiten und Binden von Druckerzeugnissen","6"
"28992","28.99.2","Fabbricazione di robot industriali con compiti multipli per scopi speciali","Fabbricazione di robot industriali con compiti multipli per scopi speciali","Manufacture of industrial robots for multiple uses","Herstellung von Mehrzweck-Industrierobotern für besondere Verwendungszwecke","5"
"289920","28.99.20","Fabbricazione di robot industriali con compiti multipli per scopi speciali","Fabbricazione di robot industriali con compiti multipli per scopi speciali","Manufacture of industrial robots for multiple uses","Herstellung von Mehrzweck-Industrierobotern für besondere Verwendungszwecke","6"
"28999","28.99.9","Fabbricazione di altre macchine varie per impieghi speciali n.c.a.","Fabbricazione di altre macchine varie per impieghi speciali n.c.a.","Manufacture of other various special-purpose machinery n.e.c.","Herstellung von anderen Maschinen für sonstige bestimmte Wirtschaftszweige a. n. g.","5"
"289991","28.99.91","Fabbricazione di apparecchiature per il lancio di aeromobili, catapulte per portaerei e relative attrezzature","Fabbricazione di apparecchiature per il lancio di aeromobili, catapulte per portaerei e relative attrezzature","Manufacture of aircraft launching gear, aircraft carrier catapults and related equipment","Herstellung von Vorrichtungen für den Start von Luftfahrzeugen, Katapulten für Flugzeugträger und entsprechenden Ausrüstungen","6"
"289992","28.99.92","Fabbricazione di giostre, altalene e altre attrazioni di divertimento","Fabbricazione di giostre, altalene e altre attrazioni di divertimento","Manufacture of roundabouts, swings and other fairground amusements","Herstellung von Karussellen, Luftschaukeln und anderen Attraktionen für Vergnügungsparks","6"
"289993","28.99.93","Fabbricazione di apparecchiature per l'allineamento e il bilanciamento delle ruote e altre apparecchiature per il bilanciamento","Fabbricazione di apparecchiature per l'allineamento e il bilanciamento delle ruote e altre apparecchiature per il bilanciamento","Manufacture of tyre alignment and balancing equipment and other balancing equipment","Herstellung von Maschinen zur Spureinstellung und Auswuchtung der Reifen und anderen Maschinen zur Auswuchtung der Reifen","6"
"289999","28.99.99","Fabbricazione di tutte le altre macchine varie per impieghi speciali n.c.a.","Fabbricazione di tutte le altre macchine varie per impieghi speciali n.c.a.","Manufacture of all other various special-purpose machinery n.e.c.","Herstellung von allen anderen Maschinen für sonstige bestimmte Wirtschaftszweige a. n. g.","6"
"29","29","Fabbricazione di autoveicoli, rimorchi e semirimorchi","Fabbricazione di autoveicoli, rimorchi e semirimorchi","Manufacture of motor vehicles, trailers and semi-trailers","Herstellung von Kraftwagen und Kraftwagenteilen","2"
"291","29.1","Fabbricazione di autoveicoli","Fabbricazione di autoveicoli","Manufacture of motor vehicles","Herstellung von Kraftwagen und Kraftwagenmotoren","3"
"2910","29.10","Fabbricazione di autoveicoli","Fabbricazione di autoveicoli","Manufacture of motor vehicles","Herstellung von Kraftwagen und Kraftwagenmotoren","4"
"29100","29.10.0","Fabbricazione di autoveicoli","Fabbricazione di autoveicoli","Manufacture of motor vehicles","Herstellung von Kraftwagen und Kraftwagenmotoren","5"
"291000","29.10.00","Fabbricazione di autoveicoli","Fabbricazione di autoveicoli","Manufacture of motor vehicles","Herstellung von Kraftwagen und Kraftwagenmotoren","6"
"292","29.2","Fabbricazione di carrozzerie per autoveicoli; fabbricazione di rimorchi e semirimorchi","Fabbricazione di carrozzerie per autoveicoli; fabbricazione di rimorchi e semirimorchi","Manufacture of bodies and coachwork for motor vehicles; manufacture of trailers and semi-trailers","Herstellung von Karosserien, Aufbauten und Anhängern","3"
"2920","29.20","Fabbricazione di carrozzerie per autoveicoli; fabbricazione di rimorchi e semirimorchi","Fabbricazione di carrozzerie per autoveicoli; fabbricazione di rimorchi e semirimorchi","Manufacture of bodies and coachwork for motor vehicles; manufacture of trailers and semi-trailers","Herstellung von Karosserien, Aufbauten und Anhängern","4"
"29200","29.20.0","Fabbricazione di carrozzerie per autoveicoli; fabbricazione di rimorchi e semirimorchi","Fabbricazione di carrozzerie per autoveicoli; fabbricazione di rimorchi e semirimorchi","Manufacture of bodies and coachwork for motor vehicles; manufacture of trailers and semi-trailers","Herstellung von Karosserien, Aufbauten und Anhängern","5"
"292000","29.20.00","Fabbricazione di carrozzerie per autoveicoli; fabbricazione di rimorchi e semirimorchi","Fabbricazione di carrozzerie per autoveicoli; fabbricazione di rimorchi e semirimorchi","Manufacture of bodies and coachwork for motor vehicles; manufacture of trailers and semi-trailers","Herstellung von Karosserien, Aufbauten und Anhängern","6"
"293","29.3","Fabbricazione di parti e accessori per autoveicoli","Fabbricazione di parti e accessori per autoveicoli","Manufacture of motor vehicle parts and accessories","Herstellung von Teilen und Zubehör für Kraftwagen","3"
"2931","29.31","Fabbricazione di apparecchiature elettriche ed elettroniche per autoveicoli","Fabbricazione di apparecchiature elettriche ed elettroniche per autoveicoli","Manufacture of electrical and electronic equipment for motor vehicles","Herstellung elektrischer und elektronischer Ausrüstungsgegenstände für Kraftwagen","4"
"29310","29.31.0","Fabbricazione di apparecchiature elettriche ed elettroniche per autoveicoli","Fabbricazione di apparecchiature elettriche ed elettroniche per autoveicoli","Manufacture of electrical and electronic equipment for motor vehicles","Herstellung elektrischer und elektronischer Ausrüstungsgegenstände für Kraftwagen","5"
"293100","29.31.00","Fabbricazione di apparecchiature elettriche ed elettroniche per autoveicoli","Fabbricazione di apparecchiature elettriche ed elettroniche per autoveicoli","Manufacture of electrical and electronic equipment for motor vehicles","Herstellung elektrischer und elektronischer Ausrüstungsgegenstände für Kraftwagen","6"
"2932","29.32","Fabbricazione di altre parti e accessori per autoveicoli","Fabbricazione di altre parti e accessori per autoveicoli","Manufacture of other parts and accessories for motor vehicles","Herstellung von sonstigen Teilen und sonstigem Zubehör für Kraftwagen","4"
"29320","29.32.0","Fabbricazione di altre parti e accessori per autoveicoli","Fabbricazione di altre parti e accessori per autoveicoli","Manufacture of other parts and accessories for motor vehicles","Herstellung von sonstigen Teilen und sonstigem Zubehör für Kraftwagen","5"
"293200","29.32.00","Fabbricazione di altre parti e accessori per autoveicoli","Fabbricazione di altre parti e accessori per autoveicoli","Manufacture of other parts and accessories for motor vehicles","Herstellung von sonstigen Teilen und sonstigem Zubehör für Kraftwagen","6"
"30","30","Fabbricazione di altri mezzi di trasporto","Fabbricazione di altri mezzi di trasporto","Manufacture of other transport equipment","Sonstiger Fahrzeugbau","2"
"301","30.1","Costruzione di navi e imbarcazioni","Costruzione di navi e imbarcazioni","Building of ships and boats","Schiff- und Bootsbau","3"
"3011","30.11","Costruzione di navi e di strutture galleggianti per scopi civili","Costruzione di navi e di strutture galleggianti per scopi civili","Building of civilian ships and floating structures","Bau von Schiffen und schwimmenden Vorrichtungen für zivile Zwecke, ohne Boots- und Yachtbau","4"
"30110","30.11.0","Costruzione di navi e di strutture galleggianti per scopi civili","Costruzione di navi e di strutture galleggianti per scopi civili","Building of civilian ships and floating structures","Bau von Schiffen und schwimmenden Vorrichtungen für zivile Zwecke, ohne Boots- und Yachtbau","5"
"301100","30.11.00","Costruzione di navi e di strutture galleggianti per scopi civili","Costruzione di navi e di strutture galleggianti per scopi civili","Building of civilian ships and floating structures","Bau von Schiffen und schwimmenden Vorrichtungen für zivile Zwecke, ohne Boots- und Yachtbau","6"
"3012","30.12","Costruzione di imbarcazioni da diporto e sportive","Costruzione di imbarcazioni da diporto e sportive","Building of pleasure and sporting boats","Boots- und Yachtbau","4"
"30120","30.12.0","Costruzione di imbarcazioni da diporto e sportive","Costruzione di imbarcazioni da diporto e sportive","Building of pleasure and sporting boats","Boots- und Yachtbau","5"
"301200","30.12.00","Costruzione di imbarcazioni da diporto e sportive","Costruzione di imbarcazioni da diporto e sportive","Building of pleasure and sporting boats","Boots- und Yachtbau","6"
"3013","30.13","Costruzione di navi e imbarcazioni per scopi militari","Costruzione di navi e imbarcazioni per scopi militari","Building of military ships and vessels","Bau von Kriegsschiffen","4"
"30130","30.13.0","Costruzione di navi e imbarcazioni per scopi militari","Costruzione di navi e imbarcazioni per scopi militari","Building of military ships and vessels","Bau von Kriegsschiffen","5"
"301300","30.13.00","Costruzione di navi e imbarcazioni per scopi militari","Costruzione di navi e imbarcazioni per scopi militari","Building of military ships and vessels","Bau von Kriegsschiffen","6"
"302","30.2","Costruzione di locomotive e di materiale rotabile ferro-tranviario","Costruzione di locomotive e di materiale rotabile ferro-tranviario","Manufacture of railway locomotives and rolling stock","Schienenfahrzeugbau","3"
"3020","30.20","Costruzione di locomotive e di materiale rotabile ferro-tranviario","Costruzione di locomotive e di materiale rotabile ferro-tranviario","Manufacture of railway locomotives and rolling stock","Schienenfahrzeugbau","4"
"30200","30.20.0","Costruzione di locomotive e di materiale rotabile ferro-tranviario","Costruzione di locomotive e di materiale rotabile ferro-tranviario","Manufacture of railway locomotives and rolling stock","Schienenfahrzeugbau","5"
"302000","30.20.00","Costruzione di locomotive e di materiale rotabile ferro-tranviario","Costruzione di locomotive e di materiale rotabile ferro-tranviario","Manufacture of railway locomotives and rolling stock","Schienenfahrzeugbau","6"
"303","30.3","Fabbricazione di aeromobili, veicoli spaziali e relativi equipaggiamenti","Fabbricazione di aeromobili, veicoli spaziali e relativi equipaggiamenti","Manufacture of air and spacecraft and related machinery","Luft- und Raumfahrzeugbau","3"
"3031","30.31","Fabbricazione di aeromobili, veicoli spaziali e relativi equipaggiamenti per scopi civili","Fabbricazione di aeromobili, veicoli spaziali e relativi equipaggiamenti per scopi civili","Manufacture of civilian air and spacecraft and related machinery","Luft- und Raumfahrzeugbau für zivile Zwecke","4"
"30310","30.31.0","Fabbricazione di aeromobili, veicoli spaziali e relativi equipaggiamenti per scopi civili","Fabbricazione di aeromobili, veicoli spaziali e relativi equipaggiamenti per scopi civili","Manufacture of civilian air and spacecraft and related machinery","Luft- und Raumfahrzeugbau für zivile Zwecke","5"
"303100","30.31.00","Fabbricazione di aeromobili, veicoli spaziali e relativi equipaggiamenti per scopi civili","Fabbricazione di aeromobili, veicoli spaziali e relativi equipaggiamenti per scopi civili","Manufacture of civilian air and spacecraft and related machinery","Luft- und Raumfahrzeugbau für zivile Zwecke","6"
"3032","30.32","Fabbricazione di aeromobili, veicoli spaziali e relativi equipaggiamenti per scopi militari","Fabbricazione di aeromobili, veicoli spaziali e relativi equipaggiamenti per scopi militari","Manufacture of military air and spacecraft and related machinery","Luft- und Raumfahrzeugbau für militärische Zwecke","4"
"30320","30.32.0","Fabbricazione di aeromobili, veicoli spaziali e relativi equipaggiamenti per scopi militari","Fabbricazione di aeromobili, veicoli spaziali e relativi equipaggiamenti per scopi militari","Manufacture of military air and spacecraft and related machinery","Luft- und Raumfahrzeugbau für militärische Zwecke","5"
"303200","30.32.00","Fabbricazione di aeromobili, veicoli spaziali e relativi equipaggiamenti per scopi militari","Fabbricazione di aeromobili, veicoli spaziali e relativi equipaggiamenti per scopi militari","Manufacture of military air and spacecraft and related machinery","Luft- und Raumfahrzeugbau für militärische Zwecke","6"
"304","30.4","Fabbricazione di veicoli militari da combattimento","Fabbricazione di veicoli militari da combattimento","Manufacture of military fighting vehicles","Herstellung von militärischen Kampffahrzeugen","3"
"3040","30.40","Fabbricazione di veicoli militari da combattimento","Fabbricazione di veicoli militari da combattimento","Manufacture of military fighting vehicles","Herstellung von militärischen Kampffahrzeugen","4"
"30400","30.40.0","Fabbricazione di veicoli militari da combattimento","Fabbricazione di veicoli militari da combattimento","Manufacture of military fighting vehicles","Herstellung von militärischen Kampffahrzeugen","5"
"304000","30.40.00","Fabbricazione di veicoli militari da combattimento","Fabbricazione di veicoli militari da combattimento","Manufacture of military fighting vehicles","Herstellung von militärischen Kampffahrzeugen","6"
"309","30.9","Fabbricazione di mezzi di trasporto n.c.a.","Fabbricazione di mezzi di trasporto n.c.a.","Manufacture of transport equipment n.e.c.","Herstellung von Beförderungsmitteln a. n. g.","3"
"3091","30.91","Fabbricazione di motocicli","Fabbricazione di motocicli","Manufacture of motorcycles","Herstellung von Krafträdern","4"
"30911","30.91.1","Fabbricazione di motocicli, escluse parti e accessori","Fabbricazione di motocicli, escluse parti e accessori","Manufacture of motorcycles, other than parts and accessories","Herstellung von Krafträdern, ohne Teile und Zubehör","5"
"309111","30.91.11","Fabbricazione di motori per motocicli","Fabbricazione di motori per motocicli","Manufacture of engines for motorcycles","Herstellung von Motoren für Krafträder","6"
"309112","30.91.12","Fabbricazione di motocicli, esclusi motori","Fabbricazione di motocicli, esclusi motori","Manufacture of motorcycles, other than engines","Herstellung von Krafträdern, ohne Motoren","6"
"30912","30.91.2","Fabbricazione di parti e accessori per motocicli","Fabbricazione di parti e accessori per motocicli","Manufacture of parts and accessories for motorcycles","Herstellung von Teilen und Zubehör für Krafträder","5"
"309120","30.91.20","Fabbricazione di parti e accessori per motocicli","Fabbricazione di parti e accessori per motocicli","Manufacture of parts and accessories for motorcycles","Herstellung von Teilen und Zubehör für Krafträder","6"
"3092","30.92","Fabbricazione di biciclette e veicoli per disabili","Fabbricazione di biciclette e veicoli per disabili","Manufacture of bicycles and invalid carriages","Herstellung von Fahrrädern sowie von Behindertenfahrzeugen","4"
"30921","30.92.1","Fabbricazione di biciclette, escluse parti e accessori","Fabbricazione di biciclette, escluse parti e accessori","Manufacture of bicycles, other than parts and accessories","Herstellung von Fahrrädern, ohne Teile und Zubehör","5"
"309210","30.92.10","Fabbricazione di biciclette, escluse parti e accessori","Fabbricazione di biciclette, escluse parti e accessori","Manufacture of bicycles, other than parts and accessories","Herstellung von Fahrrädern, ohne Teile und Zubehör","6"
"30922","30.92.2","Fabbricazione di parti e accessori per biciclette","Fabbricazione di parti e accessori per biciclette","Manufacture of parts and accessories for bicycles","Herstellung von Fahrradteilen und -zubehör","5"
"309220","30.92.20","Fabbricazione di parti e accessori per biciclette","Fabbricazione di parti e accessori per biciclette","Manufacture of parts and accessories for bicycles","Herstellung von Fahrradteilen und -zubehör","6"
"30923","30.92.3","Fabbricazione di veicoli per disabili","Fabbricazione di veicoli per disabili","Manufacture of invalid carriages","Herstellung von Fahrzeugen für Personen mit Behinderungen","5"
"309230","30.92.30","Fabbricazione di veicoli per disabili","Fabbricazione di veicoli per disabili","Manufacture of invalid carriages","Herstellung von Fahrzeugen für Personen mit Behinderungen","6"
"30924","30.92.4","Fabbricazione di carrozzine e passeggini","Fabbricazione di carrozzine e passeggini","Manufacture of baby carriages","Herstellung von Kinderwagen","5"
"309240","30.92.40","Fabbricazione di carrozzine e passeggini","Fabbricazione di carrozzine e passeggini","Manufacture of baby carriages","Herstellung von Kinderwagen","6"
"3099","30.99","Fabbricazione di altri mezzi di trasporto n.c.a.","Fabbricazione di altri mezzi di trasporto n.c.a.","Manufacture of other transport equipment n.e.c.","Herstellung von sonstigen Beförderungsmitteln a. n. g.","4"
"30990","30.99.0","Fabbricazione di altri mezzi di trasporto n.c.a.","Fabbricazione di altri mezzi di trasporto n.c.a.","Manufacture of other transport equipment n.e.c.","Herstellung von sonstigen Beförderungsmitteln a. n. g.","5"
"309900","30.99.00","Fabbricazione di altri mezzi di trasporto n.c.a.","Fabbricazione di altri mezzi di trasporto n.c.a.","Manufacture of other transport equipment n.e.c.","Herstellung von sonstigen Beförderungsmitteln a. n. g.","6"
"31","31","Fabbricazione di mobili","Fabbricazione di mobili","Manufacture of furniture","Herstellung von Möbeln","2"
"310","31.0","Fabbricazione di mobili","Fabbricazione di mobili","Manufacture of furniture","Herstellung von Möbeln","3"
