"url","id","label","label_it","label_en","label_de","level"
"01","01","Produzioni vegetali e animali, caccia e servizi connessi","Produzioni vegetali e animali, caccia e servizi connessi","Crop and animal production, hunting and related service activities","Landwirtschaft, Jagd und damit verbundene Tätigkeiten","2"
"011","01.1","Coltivazione di colture agricole non permanenti","Coltivazione di colture agricole non permanenti","Growing of non-perennial crops","Anbau ein- und zweijähriger Pflanzen","3"
"0111","01.11","Coltivazione di cereali, legumi da granella e semi oleosi, escluso il riso","Coltivazione di cereali, legumi da granella e semi oleosi, escluso il riso","Growing of cereals, other than rice, leguminous crops and oil seeds","Anbau von anderem Getreide als Reis sowie von Hülsenfrüchten und Ölsaaten","4"
"01110","01.11.0","Coltivazione di cereali, legumi da granella e semi oleosi, escluso il riso","Coltivazione di cereali, legumi da granella e semi oleosi, escluso il riso","Growing of cereals, other than rice, leguminous crops and oil seeds","Anbau von anderem Getreide als Reis sowie von Hülsenfrüchten und Ölsaaten","5"
"011100","01.11.00","Coltivazione di cereali, legumi da granella e semi oleosi, escluso il riso","Coltivazione di cereali, legumi da granella e semi oleosi, escluso il riso","Growing of cereals, other than rice, leguminous crops and oil seeds","Anbau von anderem Getreide als Reis sowie von Hülsenfrüchten und Ölsaaten","6"
"0112","01.12","Coltivazione di riso","Coltivazione di riso","Growing of rice","Anbau von Reis","4"
"01120","01.12.0","Coltivazione di riso","Coltivazione di riso","Growing of rice","Anbau von Reis","5"
"011200","01.12.00","Coltivazione di riso","Coltivazione di riso","Growing of rice","Anbau von Reis","6"
"0113","01.13","Coltivazione di ortaggi e meloni, radici e tuberi","Coltivazione di ortaggi e meloni, radici e tuberi","Growing of vegetables and melons, roots and tubers","Anbau von Gemüse und Melonen sowie Wurzeln und Knollen","4"
"01131","01.13.1","Coltivazione di ortaggi e meloni","Coltivazione di ortaggi e meloni","Growing of vegetables and melons","Anbau von Gemüse und Melonen","5"
"011311","01.13.11","Coltivazione di ortaggi e meloni in piena aria","Coltivazione di ortaggi e meloni in piena aria","Growing of vegetables and melons in open fields","Freilandanbau von Gemüse und Melonen","6"
"011312","01.13.12","Coltivazione di ortaggi e meloni in colture protette fuori suolo","Coltivazione di ortaggi e meloni in colture protette fuori suolo","Growing of vegetables and melons in greenhouses as soil-less culture","Geschützter erdeloser Anbau von Gemüse und Melonen","6"
"011313","01.13.13","Coltivazione di ortaggi e meloni in altre colture protette, escluse colture fuori suolo","Coltivazione di ortaggi e meloni in altre colture protette, escluse colture fuori suolo","Growing of vegetables and melons in greenhouses, other than soil-less culture","Geschützter Anbau von Gemüse und Melonen, ausgenommen erdeloser Anbau","6"
"01132","01.13.2","Coltivazione di radici, incluse barbabietole da zucchero","Coltivazione di radici, incluse barbabietole da zucchero","Growing of roots, including sugar beet","Anbau von Wurzeln, einschließlich Zuckerrüben","5"
"011320","01.13.20","Coltivazione di radici, incluse barbabietole da zucchero","Coltivazione di radici, incluse barbabietole da zucchero","Growing of roots, including sugar beet","Anbau von Wurzeln, einschließlich Zuckerrüben","6"
"01133","01.13.3","Coltivazione di tuberi, incluse patate","Coltivazione di tuberi, incluse patate","Growing of tubers, including potatoes","Anbau von Knollen, einschließlich Kartoffeln","5"
"011330","01.13.30","Coltivazione di tuberi, incluse patate","Coltivazione di tuberi, incluse patate","Growing of tubers, including potatoes","Anbau von Knollen, einschließlich Kartoffeln","6"
"0114","01.14","Coltivazione di canna da zucchero","Coltivazione di canna da zucchero","Growing of sugar cane","Anbau von Zuckerrohr","4"
"01140","01.14.0","Coltivazione di canna da zucchero","Coltivazione di canna da zucchero","Growing of sugar cane","Anbau von Zuckerrohr","5"
"011400","01.14.00","Coltivazione di canna da zucchero","Coltivazione di canna da zucchero","Growing of sugar cane","Anbau von Zuckerrohr","6"
"0115","01.15","Coltivazione di tabacco","Coltivazione di tabacco","Growing of tobacco","Anbau von Tabak","4"
"01150","01.15.0","Coltivazione di tabacco","Coltivazione di tabacco","Growing of tobacco","Anbau von Tabak","5"
"011500","01.15.00","Coltivazione di tabacco","Coltivazione di tabacco","Growing of tobacco","Anbau von Tabak","6"
"0116","01.16","Coltivazione di piante tessili","Coltivazione di piante tessili","Growing of fibre crops","Anbau von Faserpflanzen","4"
"01160","01.16.0","Coltivazione di piante tessili","Coltivazione di piante tessili","Growing of fibre crops","Anbau von Faserpflanzen","5"
"011600","01.16.00","Coltivazione di piante tessili","Coltivazione di piante tessili","Growing of fibre crops","Anbau von Faserpflanzen","6"
"0119","01.19","Coltivazione di altre colture agricole non permanenti","Coltivazione di altre colture agricole non permanenti","Growing of other non-perennial crops","Anbau von sonstigen ein- und zweijährigen Pflanzen","4"
"01191","01.19.1","Coltivazione di fiori","Coltivazione di fiori","Growing of flowers","Blumenanbau","5"
"011911","01.19.11","Coltivazione di fiori in piena aria","Coltivazione di fiori in piena aria","Growing of flowers in open fields","Freilandanbau von Blumen","6"
"011912","01.19.12","Coltivazione di fiori in colture protette fuori suolo","Coltivazione di fiori in colture protette fuori suolo","Growing of flowers in greenhouses as soil-less culture","Geschützter erdeloser Anbau von Blumen","6"
"011913","01.19.13","Coltivazione di fiori in altre colture protette, escluse colture fuori suolo","Coltivazione di fiori in altre colture protette, escluse colture fuori suolo","Growing of flowers in greenhouses, other than soil-less culture","Geschützter Anbau von Blumen, ausgenommen erdeloser Anbau","6"
"01199","01.19.9","Coltivazione di piante da foraggio e di altre colture agricole non permanenti n.c.a.","Coltivazione di piante da foraggio e di altre colture agricole non permanenti n.c.a.","Growing of crops for fodder and of other non-perennial crops n.e.c.","Anbau von Futterpflanzen und sonstigen ein- und zweijährigen Kulturen a. n. g.","5"
"011990","01.19.90","Coltivazione di piante da foraggio e di altre colture agricole non permanenti n.c.a.","Coltivazione di piante da foraggio e di altre colture agricole non permanenti n.c.a.","Growing of crops for fodder and of other non-perennial crops n.e.c.","Anbau von Futterpflanzen und sonstigen ein- und zweijährigen Kulturen a. n. g.","6"
"012","01.2","Coltivazione di colture agricole permanenti","Coltivazione di colture agricole permanenti","Growing of perennial crops","Anbau mehrjähriger Pflanzen","3"
"0121","01.21","Coltivazione di uva","Coltivazione di uva","Growing of grapes","Anbau von Wein- und Tafeltrauben","4"
"01210","01.21.0","Coltivazione di uva","Coltivazione di uva","Growing of grapes","Anbau von Wein- und Tafeltrauben","5"
"012100","01.21.00","Coltivazione di uva","Coltivazione di uva","Growing of grapes","Anbau von Wein- und Tafeltrauben","6"
"0122","01.22","Coltivazione di frutta di origine tropicale e subtropicale","Coltivazione di frutta di origine tropicale e subtropicale","Growing of tropical and subtropical fruits","Anbau von tropischen und subtropischen Früchten","4"
"01220","01.22.0","Coltivazione di frutta di origine tropicale e subtropicale","Coltivazione di frutta di origine tropicale e subtropicale","Growing of tropical and subtropical fruits","Anbau von tropischen und subtropischen Früchten","5"
"012200","01.22.00","Coltivazione di frutta di origine tropicale e subtropicale","Coltivazione di frutta di origine tropicale e subtropicale","Growing of tropical and subtropical fruits","Anbau von tropischen und subtropischen Früchten","6"
"0123","01.23","Coltivazione di agrumi","Coltivazione di agrumi","Growing of citrus fruits","Anbau von Zitrusfrüchten","4"
"01230","01.23.0","Coltivazione di agrumi","Coltivazione di agrumi","Growing of citrus fruits","Anbau von Zitrusfrüchten","5"
"012300","01.23.00","Coltivazione di agrumi","Coltivazione di agrumi","Growing of citrus fruits","Anbau von Zitrusfrüchten","6"
"0124","01.24","Coltivazione di pomacee e frutta a nocciolo","Coltivazione di pomacee e frutta a nocciolo","Growing of pome fruits and stone fruits","Anbau von Kern- und Steinobst","4"
"01240","01.24.0","Coltivazione di pomacee e frutta a nocciolo","Coltivazione di pomacee e frutta a nocciolo","Growing of pome fruits and stone fruits","Anbau von Kern- und Steinobst","5"
"012400","01.24.00","Coltivazione di pomacee e frutta a nocciolo","Coltivazione di pomacee e frutta a nocciolo","Growing of pome fruits and stone fruits","Anbau von Kern- und Steinobst","6"
"0125","01.25","Coltivazione di altri alberi da frutto, frutti di bosco e frutta in guscio","Coltivazione di altri alberi da frutto, frutti di bosco e frutta in guscio","Growing of other tree and bush fruits and nuts","Anbau von sonstigem Obst und Nüssen","4"
"01250","01.25.0","Coltivazione di altri alberi da frutto, frutti di bosco e frutta in guscio","Coltivazione di altri alberi da frutto, frutti di bosco e frutta in guscio","Growing of other tree and bush fruits and nuts","Anbau von sonstigem Obst und Nüssen","5"
"012500","01.25.00","Coltivazione di altri alberi da frutto, frutti di bosco e frutta in guscio","Coltivazione di altri alberi da frutto, frutti di bosco e frutta in guscio","Growing of other tree and bush fruits and nuts","Anbau von sonstigem Obst und Nüssen","6"
"0126","01.26","Coltivazione di frutti oleosi","Coltivazione di frutti oleosi","Growing of oleaginous fruits","Anbau von ölhaltigen Früchten","4"
"01260","01.26.0","Coltivazione di frutti oleosi","Coltivazione di frutti oleosi","Growing of oleaginous fruits","Anbau von ölhaltigen Früchten","5"
"012600","01.26.00","Coltivazione di frutti oleosi","Coltivazione di frutti oleosi","Growing of oleaginous fruits","Anbau von ölhaltigen Früchten","6"
"0127","01.27","Coltivazione di piante per la produzione di bevande","Coltivazione di piante per la produzione di bevande","Growing of beverage crops","Anbau von Pflanzen zur Herstellung von Getränken","4"
"01270","01.27.0","Coltivazione di piante per la produzione di bevande","Coltivazione di piante per la produzione di bevande","Growing of beverage crops","Anbau von Pflanzen zur Herstellung von Getränken","5"
"012700","01.27.00","Coltivazione di piante per la produzione di bevande","Coltivazione di piante per la produzione di bevande","Growing of beverage crops","Anbau von Pflanzen zur Herstellung von Getränken","6"
"0128","01.28","Coltivazione di spezie, piante aromatiche e farmaceutiche","Coltivazione di spezie, piante aromatiche e farmaceutiche","Growing of spices, aromatic, drug and pharmaceutical crops","Anbau von Gewürzpflanzen, Pflanzen für aromatische, narkotische und pharmazeutische Zwecke","4"
"01280","01.28.0","Coltivazione di spezie, piante aromatiche e farmaceutiche","Coltivazione di spezie, piante aromatiche e farmaceutiche","Growing of spices, aromatic, drug and pharmaceutical crops","Anbau von Gewürzpflanzen, Pflanzen für aromatische, narkotische und pharmazeutische Zwecke","5"
"012800","01.28.00","Coltivazione di spezie, piante aromatiche e farmaceutiche","Coltivazione di spezie, piante aromatiche e farmaceutiche","Growing of spices, aromatic, drug and pharmaceutical crops","Anbau von Gewürzpflanzen, Pflanzen für aromatische, narkotische und pharmazeutische Zwecke","6"
"0129","01.29","Coltivazione di altre colture agricole permanenti","Coltivazione di altre colture agricole permanenti","Growing of other perennial crops","Anbau sonstiger mehrjähriger Pflanzen","4"
"01290","01.29.0","Coltivazione di altre colture agricole permanenti","Coltivazione di altre colture agricole permanenti","Growing of other perennial crops","Anbau sonstiger mehrjähriger Pflanzen","5"
"012900","01.29.00","Coltivazione di altre colture agricole permanenti","Coltivazione di altre colture agricole permanenti","Growing of other perennial crops","Anbau sonstiger mehrjähriger Pflanzen","6"
"013","01.3","Riproduzione delle piante","Riproduzione delle piante","Plant propagation","Betrieb von Baumschulen sowie Anbau von Pflanzen zu Vermehrungszwecken","3"
"0130","01.30","Riproduzione delle piante","Riproduzione delle piante","Plant propagation","Betrieb von Baumschulen sowie Anbau von Pflanzen zu Vermehrungszwecken","4"
"01300","01.30.0","Riproduzione delle piante","Riproduzione delle piante","Plant propagation","Betrieb von Baumschulen sowie Anbau von Pflanzen zu Vermehrungszwecken","5"
"013000","01.30.00","Riproduzione delle piante","Riproduzione delle piante","Plant propagation","Betrieb von Baumschulen sowie Anbau von Pflanzen zu Vermehrungszwecken","6"
"014","01.4","Allevamento di animali","Allevamento di animali","Animal production","Tierhaltung","3"
"0141","01.41","Allevamento di bovini da latte","Allevamento di bovini da latte","Raising of dairy cattle","Haltung von Milchkühen","4"
"01410","01.41.0","Allevamento di bovini da latte","Allevamento di bovini da latte","Raising of dairy cattle","Haltung von Milchkühen","5"
"014100","01.41.00","Allevamento di bovini da latte","Allevamento di bovini da latte","Raising of dairy cattle","Haltung von Milchkühen","6"
"0142","01.42","Allevamento di altri bovini e bufalini","Allevamento di altri bovini e bufalini","Raising of other cattle and buffaloes","Haltung von sonstigen Rindern","4"
"01420","01.42.0","Allevamento di altri bovini e bufalini","Allevamento di altri bovini e bufalini","Raising of other cattle and buffaloes","Haltung von sonstigen Rindern","5"
"014200","01.42.00","Allevamento di altri bovini e bufalini","Allevamento di altri bovini e bufalini","Raising of other cattle and buffaloes","Haltung von sonstigen Rindern","6"
"0143","01.43","Allevamento di cavalli e altri equini","Allevamento di cavalli e altri equini","Raising of horses and other equines","Haltung von Pferden und Eseln","4"
"01430","01.43.0","Allevamento di cavalli e altri equini","Allevamento di cavalli e altri equini","Raising of horses and other equines","Haltung von Pferden und Eseln","5"
"014300","01.43.00","Allevamento di cavalli e altri equini","Allevamento di cavalli e altri equini","Raising of horses and other equines","Haltung von Pferden und Eseln","6"
"0144","01.44","Allevamento di cammelli e camelidi","Allevamento di cammelli e camelidi","Raising of camels and camelids","Haltung von Kamelen","4"
"01440","01.44.0","Allevamento di cammelli e camelidi","Allevamento di cammelli e camelidi","Raising of camels and camelids","Haltung von Kamelen","5"
"014400","01.44.00","Allevamento di cammelli e camelidi","Allevamento di cammelli e camelidi","Raising of camels and camelids","Haltung von Kamelen","6"
"0145","01.45","Allevamento di ovini e caprini","Allevamento di ovini e caprini","Raising of sheep and goats","Haltung von Schafen und Ziegen","4"
"01450","01.45.0","Allevamento di ovini e caprini","Allevamento di ovini e caprini","Raising of sheep and goats","Haltung von Schafen und Ziegen","5"
"014500","01.45.00","Allevamento di ovini e caprini","Allevamento di ovini e caprini","Raising of sheep and goats","Haltung von Schafen und Ziegen","6"
"0146","01.46","Allevamento di suini","Allevamento di suini","Raising of swine/pigs","Haltung von Schweinen","4"
"01460","01.46.0","Allevamento di suini","Allevamento di suini","Raising of swine/pigs","Haltung von Schweinen","5"
"014600","01.46.00","Allevamento di suini","Allevamento di suini","Raising of swine/pigs","Haltung von Schweinen","6"
"0147","01.47","Allevamento di pollame","Allevamento di pollame","Raising of poultry","Haltung von Geflügel","4"
"01470","01.47.0","Allevamento di pollame","Allevamento di pollame","Raising of poultry","Haltung von Geflügel","5"
"014700","01.47.00","Allevamento di pollame","Allevamento di pollame","Raising of poultry","Haltung von Geflügel","6"
"0148","01.48","Allevamento di altri animali","Allevamento di altri animali","Raising of other animals","Sonstige Tierhaltung","4"
"01481","01.48.1","Allevamento di conigli","Allevamento di conigli","Raising of rabbits","Haltung von Kaninchen","5"
"014810","01.48.10","Allevamento di conigli","Allevamento di conigli","Raising of rabbits","Haltung von Kaninchen","6"
"01482","01.48.2","Allevamento di altri animali da pelliccia","Allevamento di altri animali da pelliccia","Raising of other fur animals","Haltung von sonstigen Pelztieren","5"
"014820","01.48.20","Allevamento di altri animali da pelliccia","Allevamento di altri animali da pelliccia","Raising of other fur animals","Haltung von sonstigen Pelztieren","6"
"01483","01.48.3","Apicoltura","Apicoltura","Bee-keeping","Bienenzucht","5"
"014830","01.48.30","Apicoltura","Apicoltura","Bee-keeping","Bienenzucht","6"
"01484","01.48.4","Bachicoltura","Bachicoltura","Sericulture","Seidenraupenzucht","5"
"014840","01.48.40","Bachicoltura","Bachicoltura","Sericulture","Seidenraupenzucht","6"
"01489","01.48.9","Allevamento di altri animali n.c.a.","Allevamento di altri animali n.c.a.","Raising of other animals n.e.c.","Sonstige Tierhaltung a. n. g.","5"
"014891","01.48.91","Allevamento di insetti","Allevamento di insetti","Raising of insects","Insektenzucht","6"
"014899","01.48.99","Allevamento di altri animali vari n.c.a.","Allevamento di altri animali vari n.c.a.","Raising of other various animals n.e.c.","Alle anderen Tierhaltungen a. n. g.","6"
"015","01.5","Coltivazioni agricole associate all'allevamento di animali: attività mista","Coltivazioni agricole associate all'allevamento di animali: attività mista","Mixed farming","Gemischte Landwirtschaft","3"
"0150","01.50","Coltivazioni agricole associate all'allevamento di animali: attività mista","Coltivazioni agricole associate all'allevamento di animali: attività mista","Mixed farming","Gemischte Landwirtschaft","4"
"01500","01.50.0","Coltivazioni agricole associate all'allevamento di animali: attività mista","Coltivazioni agricole associate all'allevamento di animali: attività mista","Mixed farming","Gemischte Landwirtschaft","5"
"015000","01.50.00","Coltivazioni agricole associate all'allevamento di animali: attività mista","Coltivazioni agricole associate all'allevamento di animali: attività mista","Mixed farming","Gemischte Landwirtschaft","6"
"016","01.6","Attività di supporto all'agricoltura e attività successive alla raccolta","Attività di supporto all'agricoltura e attività successive alla raccolta","Support activities to agriculture and post-harvest crop activities","Erbringung von landwirtschaftlichen Dienstleistungen und nach der Ernte anfallende Tätigkeiten","3"
"0161","01.61","Attività di supporto alla produzione vegetale","Attività di supporto alla produzione vegetale","Support activities for crop production","Erbringung von landwirtschaftlichen Dienstleistungen für den Pflanzenbau","4"
"01611","01.61.1","Manutenzione del terreno per mantenerlo in buone condizioni","Manutenzione del terreno per mantenerlo in buone condizioni","Maintenance of land keeping it in good condition","Erhaltung des Bodens in gutem Zustand","5"
"016110","01.61.10","Manutenzione del terreno per mantenerlo in buone condizioni","Manutenzione del terreno per mantenerlo in buone condizioni","Maintenance of land keeping it in good condition","Erhaltung des Bodens in gutem Zustand","6"
"01619","01.61.9","Attività di supporto alla produzione vegetale n.c.a.","Attività di supporto alla produzione vegetale n.c.a.","Support activities for crop production n.e.c.","Erbringung von landwirtschaftlichen Dienstleistungen für den Pflanzenbau a. n. g.","5"
"016191","01.61.91","Trattamenti fitosanitari","Trattamenti fitosanitari","Pesticides application","Behandlung mit Pflanzenschutzmitteln","6"
"016199","01.61.99","Altre attività di supporto alla produzione vegetale n.c.a.","Altre attività di supporto alla produzione vegetale n.c.a.","Other support activities for crop production n.e.c.","Erbringung von sonstigen landwirtschaftlichen Dienstleistungen für den Pflanzenbau a. n. g.","6"
"0162","01.62","Attività di supporto alla produzione animale","Attività di supporto alla produzione animale","Support activities for animal production","Erbringung von landwirtschaftlichen Dienstleistungen für die Tierhaltung","4"
"01620","01.62.0","Attività di supporto alla produzione animale","Attività di supporto alla produzione animale","Support activities for animal production","Erbringung von landwirtschaftlichen Dienstleistungen für die Tierhaltung","5"
"016201","01.62.01","Attività di maniscalchi","Attività di maniscalchi","Activities of farriers","Hufschmiedetätigkeiten","6"
"016209","01.62.09","Altre attività di supporto alla produzione animale","Altre attività di supporto alla produzione animale","Other support activities for animal production","Erbringung von sonstigen landwirtschaftlichen Dienstleistungen für die Tierhaltung","6"
"0163","01.63","Attività successive alla raccolta e lavorazione delle sementi per la semina","Attività successive alla raccolta e lavorazione delle sementi per la semina","Post-harvest crop activities and seed processing for propagation","Nach der Ernte anfallende Tätigkeiten in der pflanzlichen Erzeugung und Saatgutaufbereitung","4"
"01631","01.63.1","Attività successive alla raccolta","Attività successive alla raccolta","Post-harvest crop activities","Nach der Ernte anfallende Tätigkeiten in der pflanzlichen Erzeugung","5"
"016310","01.63.10","Attività successive alla raccolta","Attività successive alla raccolta","Post-harvest crop activities","Nach der Ernte anfallende Tätigkeiten in der pflanzlichen Erzeugung","6"
"01632","01.63.2","Lavorazione delle sementi per la semina","Lavorazione delle sementi per la semina","Seed processing for propagation","Saatgutaufbereitung","5"
"016320","01.63.20","Lavorazione delle sementi per la semina","Lavorazione delle sementi per la semina","Seed processing for propagation","Saatgutaufbereitung","6"
"017","01.7","Caccia, cattura di animali e servizi connessi","Caccia, cattura di animali e servizi connessi","Hunting, trapping and related service activities","Jagd, Fallenstellerei und damit verbundene Tätigkeiten","3"
"0170","01.70","Caccia, cattura di animali e servizi connessi","Caccia, cattura di animali e servizi connessi","Hunting, trapping and related service activities","Jagd, Fallenstellerei und damit verbundene Tätigkeiten","4"
"01700","01.70.0","Caccia, cattura di animali e servizi connessi","Caccia, cattura di animali e servizi connessi","Hunting, trapping and related service activities","Jagd, Fallenstellerei und damit verbundene Tätigkeiten","5"
"017000","01.70.00","Caccia, cattura di animali e servizi connessi","Caccia, cattura di animali e servizi connessi","Hunting, trapping and related service activities","Jagd, Fallenstellerei und damit verbundene Tätigkeiten","6"
"02","02","Silvicoltura e utilizzo di aree forestali","Silvicoltura e utilizzo di aree forestali","Forestry and logging","Forstwirtschaft und Holzeinschlag","2"
"021","02.1","Silvicoltura e altre attività forestali","Silvicoltura e altre attività forestali","Silviculture and other forestry activities","Forstwirtschaft","3"
"0210","02.10","Silvicoltura e altre attività forestali","Silvicoltura e altre attività forestali","Silviculture and other forestry activities","Forstwirtschaft","4"
"02100","02.10.0","Silvicoltura e altre attività forestali","Silvicoltura e altre attività forestali","Silviculture and other forestry activities","Forstwirtschaft","5"
"021000","02.10.00","Silvicoltura e altre attività forestali","Silvicoltura e altre attività forestali","Silviculture and other forestry activities","Forstwirtschaft","6"
"022","02.2","Utilizzo di aree forestali","Utilizzo di aree forestali","Logging","Holzeinschlag","3"
"0220","02.20","Utilizzo di aree forestali","Utilizzo di aree forestali","Logging","Holzeinschlag","4"
"02200","02.20.0","Utilizzo di aree forestali","Utilizzo di aree forestali","Logging","Holzeinschlag","5"
"022000","02.20.00","Utilizzo di aree forestali","Utilizzo di aree forestali","Logging","Holzeinschlag","6"
"023","02.3","Raccolta di prodotti selvatici non legnosi","Raccolta di prodotti selvatici non legnosi","Gathering of wild growing non-wood products","Sammeln von wildwachsenden Produkten, ohne Holz","3"
"0230","02.30","Raccolta di prodotti selvatici non legnosi","Raccolta di prodotti selvatici non legnosi","Gathering of wild growing non-wood products","Sammeln von wildwachsenden Produkten, ohne Holz","4"
"02300","02.30.0","Raccolta di prodotti selvatici non legnosi","Raccolta di prodotti selvatici non legnosi","Gathering of wild growing non-wood products","Sammeln von wildwachsenden Produkten, ohne Holz","5"
"023000","02.30.00","Raccolta di prodotti selvatici non legnosi","Raccolta di prodotti selvatici non legnosi","Gathering of wild growing non-wood products","Sammeln von wildwachsenden Produkten, ohne Holz","6"
"024","02.4","Servizi di supporto per la silvicoltura","Servizi di supporto per la silvicoltura","Support services to forestry","Erbringung von Dienstleistungen für Forstwirtschaft und Holzeinschlag","3"
"0240","02.40","Servizi di supporto per la silvicoltura","Servizi di supporto per la silvicoltura","Support services to forestry","Erbringung von Dienstleistungen für Forstwirtschaft und Holzeinschlag","4"
"02400","02.40.0","Servizi di supporto per la silvicoltura","Servizi di supporto per la silvicoltura","Support services to forestry","Erbringung von Dienstleistungen für Forstwirtschaft und Holzeinschlag","5"
"024000","02.40.00","Servizi di supporto per la silvicoltura","Servizi di supporto per la silvicoltura","Support services to forestry","Erbringung von Dienstleistungen für Forstwirtschaft und Holzeinschlag","6"
"03","03","Pesca e acquacoltura","Pesca e acquacoltura","Fishing and aquaculture","Fischerei und Aquakultur","2"
"031","03.1","Pesca","Pesca","Fishing","Fischerei","3"
"0311","03.11","Pesca marina","Pesca marina","Marine fishing","Meeresfischerei","4"
"03110","03.11.0","Pesca marina","Pesca marina","Marine fishing","Meeresfischerei","5"
"031100","03.11.00","Pesca marina","Pesca marina","Marine fishing","Meeresfischerei","6"
"0312","03.12","Pesca in acque dolci","Pesca in acque dolci","Freshwater fishing","Süßwasserfischerei","4"
"03120","03.12.0","Pesca in acque dolci","Pesca in acque dolci","Freshwater fishing","Süßwasserfischerei","5"
"031200","03.12.00","Pesca in acque dolci","Pesca in acque dolci","Freshwater fishing","Süßwasserfischerei","6"
"032","03.2","Acquacoltura","Acquacoltura","Aquaculture","Aquakultur","3"
"0321","03.21","Acquacoltura marina","Acquacoltura marina","Marine aquaculture","Meeresaquakultur","4"
"03210","03.21.0","Acquacoltura marina","Acquacoltura marina","Marine aquaculture","Meeresaquakultur","5"
"032101","03.21.01","Coltivazione di alghe marine","Coltivazione di alghe marine","Marine algae cultivation","Meeresalgenzucht","6"
"032109","03.21.09","Altre attività di acquacoltura marina","Altre attività di acquacoltura marina","Other activities of marine aquaculture","Sonstige Tätigkeiten der Meeresaquakultur","6"
"0322","03.22","Acquacoltura in acque dolci","Acquacoltura in acque dolci","Freshwater aquaculture","Süßwasseraquakultur","4"
"03220","03.22.0","Acquacoltura in acque dolci","Acquacoltura in acque dolci","Freshwater aquaculture","Süßwasseraquakultur","5"
"032201","03.22.01","Coltivazione di alghe in acque dolci","Coltivazione di alghe in acque dolci","Freshwater algae cultivation","Algenzucht in Süßwasser","6"
"032209","03.22.09","Altre attività di acquacoltura in acque dolci","Altre attività di acquacoltura in acque dolci","Other activities of freshwater aquaculture","Sonstige Tätigkeiten der Süßwasseraquakultur","6"
"033","03.3","Attività di supporto alla pesca e all'acquacoltura","Attività di supporto alla pesca e all'acquacoltura","Support activities for fishing and aquaculture","Erbringung von Dienstleistungen für Fischerei und Aquakultur","3"
"0330","03.30","Attività di supporto alla pesca e all'acquacoltura","Attività di supporto alla pesca e all'acquacoltura","Support activities for fishing and aquaculture","Erbringung von Dienstleistungen für Fischerei und Aquakultur","4"
"03300","03.30.0","Attività di supporto alla pesca e all'acquacoltura","Attività di supporto alla pesca e all'acquacoltura","Support activities for fishing and aquaculture","Erbringung von Dienstleistungen für Fischerei und Aquakultur","5"
"033000","03.30.00","Attività di supporto alla pesca e all'acquacoltura","Attività di supporto alla pesca e all'acquacoltura","Support activities for fishing and aquaculture","Erbringung von Dienstleistungen für Fischerei und Aquakultur","6"
"05","05","Estrazione di carbone e lignite","Estrazione di carbone e lignite","Mining of coal and lignite","Kohlenbergbau","2"
"051","05.1","Estrazione di antracite","Estrazione di antracite","Mining of hard coal","Steinkohlenbergbau","3"
"0510","05.10","Estrazione di antracite","Estrazione di antracite","Mining of hard coal","Steinkohlenbergbau","4"
"05100","05.10.0","Estrazione di antracite","Estrazione di antracite","Mining of hard coal","Steinkohlenbergbau","5"
"051000","05.10.00","Estrazione di antracite","Estrazione di antracite","Mining of hard coal","Steinkohlenbergbau","6"
"052","05.2","Estrazione di lignite","Estrazione di lignite","Mining of lignite","Braunkohlenbergbau","3"
"0520","05.20","Estrazione di lignite","Estrazione di lignite","Mining of lignite","Braunkohlenbergbau","4"
"05200","05.20.0","Estrazione di lignite","Estrazione di lignite","Mining of lignite","Braunkohlenbergbau","5"
"052000","05.20.00","Estrazione di lignite","Estrazione di lignite","Mining of lignite","Braunkohlenbergbau","6"
"06","06","Estrazione di petrolio greggio e gas naturale","Estrazione di petrolio greggio e gas naturale","Extraction of crude petroleum and natural gas","Gewinnung von Erdöl und Erdgas","2"
"061","06.1","Estrazione di petrolio greggio","Estrazione di petrolio greggio","Extraction of crude petroleum","Gewinnung von Erdöl","3"
"0610","06.10","Estrazione di petrolio greggio","Estrazione di petrolio greggio","Extraction of crude petroleum","Gewinnung von Erdöl","4"
"06100","06.10.0","Estrazione di petrolio greggio","Estrazione di petrolio greggio","Extraction of crude petroleum","Gewinnung von Erdöl","5"
"061000","06.10.00","Estrazione di petrolio greggio","Estrazione di petrolio greggio","Extraction of crude petroleum","Gewinnung von Erdöl","6"
"062","06.2","Estrazione di gas naturale","Estrazione di gas naturale","Extraction of natural gas","Gewinnung von Erdgas","3"
"0620","06.20","Estrazione di gas naturale","Estrazione di gas naturale","Extraction of natural gas","Gewinnung von Erdgas","4"
"06200","06.20.0","Estrazione di gas naturale","Estrazione di gas naturale","Extraction of natural gas","Gewinnung von Erdgas","5"
"062000","06.20.00","Estrazione di gas naturale","Estrazione di gas naturale","Extraction of natural gas","Gewinnung von Erdgas","6"
"07","07","Estrazione di minerali metalliferi","Estrazione di minerali metalliferi","Mining of metal ores","Erzbergbau","2"
"071","07.1","Estrazione di minerali metalliferi ferrosi","Estrazione di minerali metalliferi ferrosi","Mining of iron ores","Eisenerzbergbau","3"
"0710","07.10","Estrazione di minerali metalliferi ferrosi","Estrazione di minerali metalliferi ferrosi","Mining of iron ores","Eisenerzbergbau","4"
"07100","07.10.0","Estrazione di minerali metalliferi ferrosi","Estrazione di minerali metalliferi ferrosi","Mining of iron ores","Eisenerzbergbau","5"
